Tweet ID,Date,Positive Sentiments,Neutral Sentiments,Negative Sentiments
236742775,10/17/18 15:39,0,0,0
2419461296,10/17/18 15:24,0,0,-1
34930390,10/17/18 15:19,0.068181818,0,0
28431870,10/17/18 15:14,0,0,-0.166666667
7.68259E+17,10/17/18 15:08,0,0,-0.4
106212643,10/17/18 14:50,0.3,0,0
8.58761E+17,10/17/18 14:49,0,0,0
9.85815E+17,10/17/18 14:47,0,0,0
1.04487E+18,10/17/18 14:32,0,0,0
52187110,10/17/18 14:31,0,0,0
3935154977,10/17/18 14:15,0.136363636,0,0
7.98587E+17,10/17/18 14:04,0.08,0,0
32414658,10/17/18 14:01,0.2,0,0
146314416,10/17/18 13:59,0,0,0
